Datetime,ann1,ann2,ann3,ann4,ann5,ann6,ann7,ann8,ann9,ann10,spads,shorefor
2016-06-19,64.20464,62.6568489074707,63.16105651855469,64.92584991455078,63.506011962890625,65.36894226074219,62.86517333984375,64.17902374267578,62.31685256958008,64.64704895019531,63.827,60.548
2016-06-20,64.157646,62.5695915222168,62.722137451171875,63.36051559448242,62.90801239013672,64.5677490234375,62.3955192565918,63.571903228759766,62.319698333740234,64.5540771484375,63.601,60.651
2016-06-21,64.125435,61.869380950927734,62.6544303894043,63.281375885009766,62.9200439453125,65.11244201660156,61.66545486450195,62.727294921875,62.201255798339844,64.15717315673828,63.329,60.752
2016-06-22,63.002026,62.071800231933594,62.847198486328125,62.76829147338867,62.3577880859375,65.18529510498047,61.99474334716797,62.60173034667969,61.548828125,63.36391830444336,63.143,60.745
2016-06-23,61.222652,61.84523010253906,62.8806037902832,61.72797393798828,62.4751091003418,65.12590026855469,61.68211364746094,62.77836227416992,61.365943908691406,62.201866149902344,63.073,60.526
2016-06-24,59.440872,61.72652816772461,61.857669830322266,59.604915618896484,61.119564056396484,62.30222702026367,60.91958236694336,62.21259307861328,60.26268768310547,61.59843826293945,63.162,60.348
2016-06-25,59.675995,63.28327560424805,63.414329528808594,60.11613082885742,63.22731018066406,63.79038619995117,62.40247344970703,63.2516975402832,61.29108810424805,61.57130813598633,63.412,60.384
2016-06-26,60.70592,63.90113067626953,63.595394134521484,61.28534698486328,63.044578552246094,63.88222885131836,62.809967041015625,63.79054641723633,62.183170318603516,62.031368255615234,63.762,60.25
2016-06-27,60.99311,63.276458740234375,63.126304626464844,61.748199462890625,63.45211410522461,63.9676628112793,62.42290115356445,63.388648986816406,61.938072204589844,62.43299102783203,64.086,59.997
2016-06-28,62.715137,63.247684478759766,63.04638671875,62.872154235839844,63.21931076049805,62.86993408203125,62.43374252319336,62.773109436035156,62.34443283081055,63.29788589477539,64.309,59.979
2016-06-29,63.454338,65.00364685058594,64.54180145263672,63.602535247802734,65.80106353759766,64.78446960449219,64.55836486816406,64.28292846679688,63.62345886230469,63.84433364868164,64.465,60.123
2016-06-30,63.65948,63.74589538574219,63.487308502197266,63.90562438964844,65.3735122680664,65.20640563964844,64.00125885009766,64.34539031982422,63.33817672729492,64.28050231933594,64.581,60.138
2016-07-01,62.69615,61.87194061279297,62.460243225097656,62.741004943847656,63.768917083740234,63.82712936401367,62.440521240234375,63.68386459350586,62.373451232910156,62.748722076416016,64.646,60.05
2016-07-02,61.71836,61.468170166015625,61.75986099243164,61.766849517822266,63.24889373779297,63.04509735107422,61.79108428955078,63.35236740112305,62.35020446777344,62.481773376464844,64.638,60.126
2016-07-03,60.93624,62.17570877075195,62.50611877441406,61.604881286621094,63.419132232666016,63.660831451416016,62.4552116394043,64.22351837158203,63.165550231933594,62.21281051635742,64.54,60.32
2016-07-04,61.365,61.48297119140625,61.804527282714844,61.86259460449219,63.96661376953125,63.09522247314453,61.86511993408203,63.07253646850586,62.412628173828125,62.59093475341797,64.204,60.499
2016-07-05,62.408997,62.107444763183594,62.63774871826172,62.59219741821289,64.44525146484375,63.27104949951172,62.53346633911133,63.6043701171875,63.10613250732422,63.09007263183594,63.431,60.63
2016-07-06,62.837208,61.44810104370117,62.642478942871094,62.85256576538086,63.94470977783203,62.7531852722168,62.26661682128906,63.47142028808594,62.62582015991211,63.35795593261719,62.103,60.811
2016-07-07,63.16279,62.245296478271484,63.4951286315918,63.51913070678711,64.532470703125,63.33285140991211,62.49846649169922,64.29727935791016,64.0666275024414,63.785587310791016,60.293,61.038
2016-07-08,62.06081,61.38693618774414,62.01924133300781,61.70623016357422,63.4347038269043,62.849090576171875,60.988441467285156,62.62739944458008,62.75436019897461,62.3666877746582,58.253,60.926
2016-07-09,59.440243,60.600830078125,61.37997817993164,59.43923568725586,60.947540283203125,60.462066650390625,60.8277702331543,61.792327880859375,61.589988708496094,59.960365295410156,56.304,60.563
2016-07-10,56.21623,56.55453872680664,58.222755432128906,54.064456939697266,57.0800666809082,58.598114013671875,57.016761779785156,57.71821594238281,57.45431900024414,57.2492561340332,54.793,60.269
2016-07-11,53.670666,55.1824951171875,56.613853454589844,52.6541748046875,56.27943420410156,56.92457580566406,56.10887908935547,56.522010803222656,56.63051986694336,55.9209098815918,54.015,59.979
2016-07-12,51.709755,52.48285675048828,54.46066665649414,50.73486328125,55.449100494384766,55.81478500366211,54.263267517089844,53.68857192993164,55.53248977661133,53.1392936706543,54.062,59.745
2016-07-13,50.731895,50.3229866027832,52.83975601196289,50.15755844116211,54.30455780029297,52.73359680175781,53.072105407714844,51.55166244506836,54.55841064453125,51.8865966796875,54.793,59.565
2016-07-14,50.68465,49.405967712402344,52.1146125793457,49.93808364868164,54.60310363769531,53.904178619384766,52.47079849243164,51.08285903930664,54.3317756652832,51.601402282714844,55.98,59.422
2016-07-15,50.63352,48.42790222167969,50.56496810913086,49.49349594116211,52.92328643798828,52.00860595703125,51.778785705566406,49.83881378173828,53.728790283203125,52.037662506103516,57.436,59.47
2016-07-16,51.1192,49.869869232177734,50.867679595947266,49.98535919189453,51.79983139038086,53.17198181152344,51.75300979614258,49.974178314208984,53.85293197631836,52.00871276855469,58.997,59.676
2016-07-17,53.35262,52.70378112792969,51.92265701293945,52.46940994262695,54.268463134765625,53.08919906616211,53.55793762207031,51.492698669433594,55.191673278808594,54.11054992675781,60.479,59.931
2016-07-18,55.03916,56.856719970703125,55.31524658203125,54.686195373535156,56.060089111328125,56.299007415771484,56.296234130859375,55.07194900512695,57.38099670410156,55.61973190307617,61.765,60.251
2016-07-19,56.181377,57.56026077270508,56.61488342285156,55.830692291259766,57.336021423339844,57.03274917602539,56.971717834472656,56.0538215637207,58.2900505065918,57.265968322753906,62.756,60.561
2016-07-20,57.202583,58.30773162841797,58.18397903442383,56.93667221069336,58.553871154785156,58.43275833129883,58.03059005737305,57.04144287109375,58.804691314697266,58.34726333618164,63.382,60.681
2016-07-21,58.705982,60.074214935302734,59.831783294677734,58.42272186279297,60.12724304199219,59.44386291503906,59.72056579589844,59.0828742980957,60.05821990966797,60.30752182006836,63.634,60.763
2016-07-22,59.825764,61.2064094543457,61.03705596923828,59.299476623535156,61.969974517822266,62.70643615722656,60.62521743774414,60.467567443847656,61.40452194213867,62.22545623779297,63.63,60.959
2016-07-23,60.170692,61.64851379394531,61.54661178588867,60.717308044433594,61.46505355834961,62.67761993408203,60.859107971191406,61.45338821411133,62.105709075927734,63.26171112060547,63.585,60.937
